sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x53,78314860,0.384,0.06,0.21,
Sensor_0x1D,78315234,0.044,0.1,-0.067,
Sensor_0x53,78315935,-0.008,-0.097,-0.104,
Sensor_0x1D,78316390,0.122,-0.135,-0.145,
Sensor_0x53,78316968,0.305,-0.097,-0.025,
Sensor_0x1D,78317536,0.122,0.022,-0.067,
Sensor_0x53,78318009,-0.165,-0.018,0.053,
Sensor_0x1D,78318723,0.122,0.1,-0.067,
Sensor_0x53,78319042,0.227,-0.175,-0.025,
Sensor_0x1D,78319873,0.122,0.1,0.012,
Sensor_0x53,78320082,-0.165,0.06,-0.025,
Sensor_0x1D,78321060,0.122,0.1,0.012,
Sensor_0x53,78321112,0.148,-0.411,-0.104,
Sensor_0x53,78322192,-0.165,-0.175,0.131,
Sensor_0x1D,78322249,0.044,0.022,0.012,
Sensor_0x53,78323230,-0.401,-0.175,0.053,
Sensor_0x1D,78323408,0.358,0.022,0.012,
Sensor_0x53,78324270,-0.244,-0.254,0.681,
Sensor_0x1D,78324559,-0.113,-0.135,-0.145,
Sensor_0x53,78325303,-0.008,-0.646,-0.339,
Sensor_0x1D,78325711,0.044,0.022,-0.067,
Sensor_0x53,78326343,-0.087,0.217,0.053,
Sensor_0x1D,78326863,-0.113,0.1,-0.067,
Sensor_0x53,78327375,-0.244,-0.254,-0.182,
Sensor_0x1D,78328055,0.122,0.022,0.012,
Sensor_0x53,78328451,-0.008,0.374,0.21,
Sensor_0x1D,78329258,-0.113,0.1,-0.067,
Sensor_0x53,78329491,-0.479,-0.175,-0.182,
Sensor_0x1D,78330449,0.436,-0.213,-0.067,
Sensor_0x53,78330532,0.305,0.295,0.131,
Sensor_0x53,78331566,-0.322,-0.097,0.21,
Sensor_0x1D,78331628,0.122,0.022,-0.067,
Sensor_0x53,78332606,0.305,0.06,-0.339,
Sensor_0x1D,78332770,-0.035,-0.135,0.169,
Sensor_0x53,78333637,-0.087,-0.018,0.21,
Sensor_0x1D,78333908,-0.113,0.022,0.169,
Sensor_0x53,78334675,-0.322,-0.175,-0.025,
Sensor_0x1D,78335047,-0.113,0.1,0.169,
Sensor_0x53,78335711,-0.087,0.06,0.21,
Sensor_0x1D,78336220,0.044,0.022,0.169,
Sensor_0x53,78336750,0.462,0.374,-0.182,
Sensor_0x1D,78337391,0.122,0.022,-0.145,
Sensor_0x53,78337785,-0.008,0.06,0.21,
Sensor_0x1D,78338601,0.122,0.022,0.012,
Sensor_0x53,78338824,-0.479,-0.254,0.524,
Sensor_0x1D,78339785,-0.035,-0.135,0.012,
Sensor_0x53,78339854,0.07,0.374,0.131,
Sensor_0x53,78340928,-0.087,-0.175,-0.025,
Sensor_0x1D,78340935,0.044,0.022,-0.067,
Sensor_0x53,78341960,-0.008,0.374,0.367,
Sensor_0x1D,78342073,-0.113,-0.056,0.482,
Sensor_0x53,78343032,-0.322,-0.175,-0.182,
Sensor_0x1D,78343214,-0.113,0.1,0.012,
Sensor_0x53,78344066,0.227,0.06,0.053,
Sensor_0x1D,78344374,-0.113,0.1,-0.145,
Sensor_0x53,78345106,-0.244,-0.175,0.053,
Sensor_0x1D,78345523,-0.191,0.022,0.012,
Sensor_0x53,78346139,0.305,0.374,0.288,
Sensor_0x1D,78346709,0.044,0.1,0.012,
Sensor_0x53,78347217,-0.165,-0.254,0.053,
Sensor_0x1D,78347860,0.044,0.257,-0.067,
Sensor_0x53,78348251,0.227,0.139,-0.025,
Sensor_0x1D,78349053,0.044,0.022,0.012,
Sensor_0x53,78349291,-0.087,0.139,-0.025,
Sensor_0x1D,78350251,-0.113,0.022,-0.067,
Sensor_0x53,78350325,0.227,-0.254,-0.104,
Sensor_0x53,78351365,-0.008,-0.175,-0.025,
Sensor_0x1D,78351413,0.122,0.414,-0.067,
Sensor_0x53,78352397,0.07,-0.175,-0.182,
Sensor_0x1D,78352583,-0.113,0.022,-0.067,
Sensor_0x53,78353484,-0.087,0.06,-0.104,
Sensor_0x1D,78353721,0.044,0.022,-0.067,
Sensor_0x53,78354523,-0.165,-0.175,-0.025,
Sensor_0x1D,78354885,0.122,-0.056,0.247,
Sensor_0x53,78355563,0.07,0.06,-0.025,
Sensor_0x1D,78356070,0.122,0.1,-0.067,
Sensor_0x53,78356597,-0.008,0.217,0.367,
Sensor_0x1D,78357266,-0.191,0.1,-0.067,
Sensor_0x53,78357631,-0.165,0.374,0.053,
Sensor_0x1D,78358450,0.122,0.1,0.09,
Sensor_0x53,78358660,-0.322,-0.018,-0.182,
Sensor_0x1D,78359662,-0.191,0.1,-0.067,
Sensor_0x53,78359700,-0.008,0.374,0.053,
Sensor_0x53,78360730,-0.008,-0.175,-0.182,
Sensor_0x1D,78360795,-0.035,-0.135,-0.067,
Sensor_0x53,78361801,0.227,0.217,0.288,
Sensor_0x1D,78361940,0.044,0.022,0.169,
Sensor_0x53,78362836,-0.322,-0.254,-0.025,
Sensor_0x1D,78363095,0.122,0.257,-0.067,
Sensor_0x53,78363875,0.227,-0.175,-0.182,
Sensor_0x1D,78364240,-0.191,-0.135,-0.067,
Sensor_0x53,78364907,-0.087,0.06,-0.025,
Sensor_0x1D,78365431,-0.191,0.1,0.169,
Sensor_0x53,78365948,-0.401,-0.175,-0.025,
Sensor_0x1D,78366625,0.044,0.022,-0.067,
Sensor_0x53,78366986,-0.008,0.06,0.21,
Sensor_0x1D,78367775,-0.113,0.022,-0.067,
Sensor_0x53,78368025,0.148,-0.332,-0.182,
Sensor_0x1D,78368922,-0.035,0.179,0.169,
Sensor_0x53,78369059,0.07,0.374,0.21,
Sensor_0x1D,78370060,0.044,0.1,0.09,
Sensor_0x53,78370098,-0.322,-0.097,-0.104,
Sensor_0x53,78371130,-0.008,0.374,0.288,
Sensor_0x1D,78371212,-0.113,0.022,0.012,
Sensor_0x53,78372207,-0.322,-0.175,-0.025,
Sensor_0x1D,78372370,-0.035,0.1,0.404,
Sensor_0x53,78373244,0.07,0.374,-0.025,
Sensor_0x1D,78373519,0.044,-0.135,0.012,
Sensor_0x53,78374315,-0.401,-0.097,-0.104,
Sensor_0x1D,78374705,-0.113,0.1,0.169,
Sensor_0x53,78375349,0.462,0.06,0.21,
Sensor_0x1D,78375860,-0.113,-0.135,-0.067,
Sensor_0x53,78376389,-0.087,-0.175,0.053,
Sensor_0x1D,78377047,-0.113,-0.056,-0.067,
Sensor_0x53,78377421,0.462,0.06,0.21,
Sensor_0x1D,78378219,-0.191,0.257,0.012,
Sensor_0x53,78378503,-0.008,-0.254,-0.025,
Sensor_0x1D,78379362,-0.113,0.022,0.482,
Sensor_0x53,78379537,0.07,0.295,-0.104,
Sensor_0x1D,78380518,0.122,0.1,-0.067,
Sensor_0x53,78380577,-0.165,-0.175,0.131,
Sensor_0x53,78381610,0.148,-0.254,-0.025,
Sensor_0x1D,78381660,0.044,0.1,-0.067,
Sensor_0x53,78382645,-0.165,-0.097,-0.025,
Sensor_0x1D,78382837,0.044,0.1,0.404,
Sensor_0x53,78383674,-0.008,-0.175,-0.104,
Sensor_0x1D,78384022,0.122,0.1,-0.067,
Sensor_0x53,78384717,-0.008,0.374,0.053,
Sensor_0x1D,78385225,0.044,0.022,0.012,
Sensor_0x53,78385749,-0.008,0.06,-0.339,
Sensor_0x1D,78386412,0.044,-0.135,0.012,
Sensor_0x53,78386820,0.07,0.374,0.21,
Sensor_0x1D,78387623,0.044,0.1,-0.067,
Sensor_0x53,78387854,-0.322,-0.175,-0.104,
Sensor_0x1D,78388756,0.122,0.022,-0.067,
Sensor_0x53,78388894,0.305,0.139,0.21,
Sensor_0x1D,78389900,-0.113,0.022,0.09,
Sensor_0x53,78389926,-0.087,-0.254,0.053,
Sensor_0x53,78390964,0.07,0.139,-0.104,
Sensor_0x1D,78391053,0.122,-0.056,0.326,
Sensor_0x53,78391996,-0.008,-0.097,0.21,
Sensor_0x1D,78392198,0.044,0.1,-0.067,
Sensor_0x53,78393068,0.305,0.139,-0.339,
Sensor_0x1D,78393389,0.044,0.022,-0.067,
Sensor_0x53,78394103,-0.008,-0.175,0.053,
Sensor_0x1D,78394592,-0.113,0.179,-0.067,
Sensor_0x53,78395142,0.07,-0.489,-0.104,
Sensor_0x1D,78395783,0.122,0.1,-0.067,
Sensor_0x53,78396180,-0.008,0.06,-0.025,
Sensor_0x1D,78396926,-0.035,-0.056,-0.067,
Sensor_0x53,78397254,0.07,-0.332,-0.104,
Sensor_0x1D,78398082,-0.113,0.022,-0.067,
Sensor_0x53,78398288,-0.322,-0.097,-0.025,
Sensor_0x1D,78399234,-0.191,0.1,0.169,
Sensor_0x53,78399327,-0.087,-0.097,-0.025,
Sensor_0x53,78400360,0.148,-0.175,0.681,
Sensor_0x1D,78400390,-0.113,0.022,-0.067,
Sensor_0x53,78401400,-0.008,-0.411,-0.339,
Sensor_0x1D,78401536,0.044,0.022,-0.067,
Sensor_0x53,78402432,0.148,0.06,0.524,
Sensor_0x1D,78402723,-0.035,0.022,0.012,
Sensor_0x53,78403514,0.148,-0.489,-0.182,
Sensor_0x1D,78403873,0.122,-0.056,-0.067,
Sensor_0x53,78404550,-0.008,0.139,0.367,
Sensor_0x1D,78405060,-0.113,0.1,-0.067,
Sensor_0x53,78405621,-0.165,0.139,0.524,
Sensor_0x1D,78406249,-0.113,-0.135,0.247,
Sensor_0x53,78406653,-0.008,0.374,0.21,
Sensor_0x1D,78407411,-0.191,0.179,-0.067,
Sensor_0x53,78407689,-0.322,-0.254,-0.025,
Sensor_0x1D,78408584,0.044,0.1,-0.067,
Sensor_0x53,78408726,-0.087,0.688,0.288,
Sensor_0x1D,78409720,-0.113,0.1,0.012,
Sensor_0x53,78409801,-0.401,-0.175,-0.025,
Sensor_0x53,78410835,-0.165,0.374,0.21,
Sensor_0x1D,78410872,-0.113,0.022,0.09,
Sensor_0x53,78411906,-0.401,-0.175,0.053,
Sensor_0x1D,78412064,-0.035,0.022,0.169,
Sensor_0x53,78412941,-0.008,0.139,0.131,
Sensor_0x1D,78413267,0.044,0.022,-0.067,
Sensor_0x53,78413983,-0.008,0.139,-0.025,
Sensor_0x1D,78414458,0.044,0.1,-0.067,
Sensor_0x53,78415014,0.305,0.217,0.053,
Sensor_0x1D,78415637,0.122,0.1,-0.145,
Sensor_0x53,78416088,-0.087,-0.018,0.053,
Sensor_0x1D,78416778,0.044,0.1,-0.067,
Sensor_0x53,78417122,0.148,0.217,-0.182,
Sensor_0x1D,78417917,-0.035,-0.135,-0.067,
Sensor_0x53,78418163,-0.087,-0.097,0.053,
Sensor_0x1D,78419056,-0.113,0.1,-0.067,
Sensor_0x53,78419201,0.07,-0.332,-0.025,
Sensor_0x1D,78420229,-0.113,0.1,-0.067,
Sensor_0x53,78420244,-0.008,0.06,-0.104,
Sensor_0x53,78421276,0.227,-0.254,-0.025,
Sensor_0x1D,78421400,0.122,-0.135,-0.067,
Sensor_0x53,78422348,-0.322,0.139,0.053,
Sensor_0x1D,78422623,-0.113,0.1,0.09,
Sensor_0x53,78423382,-0.165,-0.018,-0.025,
Sensor_0x1D,78423765,-0.113,0.022,-0.067,
Sensor_0x53,78424422,-0.087,0.06,0.602,
Sensor_0x1D,78424908,0.044,0.179,-0.067,
Sensor_0x53,78425462,-0.008,-0.489,-0.104,
Sensor_0x1D,78426066,0.044,-0.056,-0.067,
Sensor_0x53,78426511,-0.008,0.374,0.21,
Sensor_0x1D,78427235,0.122,-0.056,0.247,
Sensor_0x53,78427543,-0.322,0.06,-0.025,
Sensor_0x1D,78428379,-0.035,0.1,-0.067,
Sensor_0x53,78428620,-0.165,0.374,0.21,
Sensor_0x1D,78429542,-0.113,0.1,-0.067,
Sensor_0x53,78429653,-0.008,-0.332,-0.025,
Sensor_0x53,78430691,0.384,-0.018,0.21,
Sensor_0x1D,78430717,-0.191,0.1,-0.067,
Sensor_0x53,78431728,-0.087,-0.097,0.131,
Sensor_0x1D,78431869,-0.191,0.022,-0.067,
Sensor_0x53,78432767,0.305,-0.018,-0.261,
Sensor_0x1D,78433060,-0.113,0.1,0.169,
Sensor_0x53,78433798,-0.008,-0.175,-0.025,
Sensor_0x1D,78434258,-0.113,0.022,-0.145,
Sensor_0x53,78434872,0.305,-0.018,-0.339,
Sensor_0x1D,78435420,-0.191,0.493,0.169,
Sensor_0x53,78435903,-0.087,-0.254,0.053,
Sensor_0x1D,78436589,0.044,-0.056,0.012,
Sensor_0x53,78436943,-0.322,-0.175,0.053,
Sensor_0x1D,78437732,0.044,0.1,-0.067,
Sensor_0x53,78437982,-0.008,0.06,0.053,
Sensor_0x1D,78438896,-0.113,0.022,-0.224,
Sensor_0x53,78439019,0.305,-0.018,-0.418,
Sensor_0x53,78440051,-0.008,0.139,0.21,
Sensor_0x1D,78440079,0.044,0.1,0.012,
Sensor_0x53,78441124,0.384,0.139,-0.496,
Sensor_0x1D,78441259,-0.035,0.493,-0.145,
Sensor_0x53,78442157,-0.008,0.06,0.21,
Sensor_0x1D,78442455,-0.113,-0.056,-0.067,
Sensor_0x53,78443233,-0.165,-0.175,0.21,
Sensor_0x1D,78443636,0.044,0.022,-0.067,
Sensor_0x53,78444267,-0.165,0.06,0.445,
Sensor_0x1D,78444771,-0.113,0.1,-0.067,
Sensor_0x53,78445306,-0.322,-0.254,-0.025,
Sensor_0x1D,78445919,0.122,0.1,-0.067,
Sensor_0x53,78446338,0.384,0.217,0.21,
Sensor_0x1D,78447056,-0.113,0.1,0.169,
Sensor_0x53,78447379,0.07,-0.175,0.131,
Sensor_0x1D,78448212,-0.113,0.65,-0.38,
Sensor_0x53,78448412,0.227,0.06,0.053,
Sensor_0x1D,78449398,-0.035,-0.135,-0.067,
Sensor_0x53,78449493,-0.087,-0.254,-0.025,
Sensor_0x53,78450531,-0.087,0.139,0.288,
Sensor_0x1D,78450595,0.122,-0.056,-0.067,
Sensor_0x53,78451572,-0.165,-0.254,0.053,
Sensor_0x1D,78451773,-0.191,0.179,-0.145,
Sensor_0x53,78452605,-0.008,-0.175,0.367,
Sensor_0x1D,78452913,-0.191,0.1,-0.067,
Sensor_0x53,78453642,-0.008,-0.018,0.21,
Sensor_0x1D,78454053,-0.113,-0.056,-0.145,
Sensor_0x53,78454671,-0.244,0.06,-0.104,
Sensor_0x1D,78455221,-0.27,0.1,0.404,
Sensor_0x53,78455710,0.07,-0.018,0.602,
Sensor_0x1D,78456364,0.044,0.022,-0.459,
Sensor_0x53,78456745,-0.008,-0.646,-0.025,
Sensor_0x1D,78457525,0.044,-0.135,-0.067,
Sensor_0x53,78457782,0.541,0.06,0.21,
Sensor_0x1D,78458700,0.122,0.022,-0.067,
Sensor_0x53,78458814,-0.322,0.06,-0.104,
Sensor_0x1D,78459856,0.044,-0.135,-0.067,
Sensor_0x53,78459887,0.384,0.139,0.21,
Sensor_0x53,78460921,-0.322,-0.175,0.21,
Sensor_0x1D,78461047,-0.113,0.022,0.012,
Sensor_0x53,78461961,0.07,0.295,0.21,
Sensor_0x1D,78462245,-0.113,0.1,0.169,
Sensor_0x53,78462998,-0.244,0.139,-0.025,
Sensor_0x1D,78463407,-0.191,0.414,-0.067,
Sensor_0x53,78464036,-0.008,0.139,-0.182,
Sensor_0x1D,78464576,-0.191,-0.213,0.012,
Sensor_0x53,78465071,-0.008,-0.097,-0.025,
Sensor_0x1D,78465719,0.122,-0.056,0.012,
Sensor_0x53,78466115,-0.322,-0.254,-0.339,
Sensor_0x1D,78466883,0.122,0.257,-0.067,
Sensor_0x53,78467150,-0.087,-0.097,0.053,
Sensor_0x1D,78468061,-0.113,0.1,0.012,
Sensor_0x53,78468193,-0.165,-0.175,-0.104,
Sensor_0x1D,78469242,-0.113,0.1,0.482,
Sensor_0x53,78469263,0.227,-0.018,-0.025,
Sensor_0x53,78470301,-0.165,0.139,0.053,
Sensor_0x1D,78470437,-0.113,0.1,-0.145,
Sensor_0x53,78471336,-0.165,0.06,0.288,
Sensor_0x1D,78471626,0.201,0.022,-0.145,
Sensor_0x53,78472379,-0.087,-0.254,-0.104,
Sensor_0x1D,78472762,-0.035,0.022,-0.067,
Sensor_0x53,78473415,0.07,0.217,-0.025,
Sensor_0x1D,78473909,0.044,-0.292,-0.067,
Sensor_0x53,78474457,-0.401,-0.411,0.131,
Sensor_0x1D,78475042,-0.035,0.1,0.012,
Sensor_0x53,78475531,0.148,0.217,0.288,
Sensor_0x1D,78476199,0.122,0.1,0.169,
Sensor_0x53,78476570,-0.165,-0.097,-0.104,
Sensor_0x1D,78477388,-0.191,0.022,-0.145,
Sensor_0x53,78477606,-0.008,0.139,0.21,
Sensor_0x1D,78478580,-0.113,0.1,0.09,
Sensor_0x53,78478645,-0.087,-0.097,0.131,
Sensor_0x53,78479676,0.07,0.139,-0.339,
Sensor_0x1D,78479767,-0.191,0.022,-0.067,
Sensor_0x53,78480718,-0.087,-0.097,-0.025,
Sensor_0x1D,78480911,-0.191,0.1,-0.224,
Sensor_0x53,78481758,-0.322,-0.097,-0.025,
Sensor_0x1D,78482067,0.044,0.022,0.012,
Sensor_0x53,78482796,-0.165,-0.097,-0.025,
Sensor_0x1D,78483208,0.044,0.1,-0.224,
Sensor_0x53,78483830,0.07,-0.018,-0.339,
Sensor_0x1D,78484369,0.044,0.1,0.169,
Sensor_0x53,78484873,-0.008,0.217,0.053,
Sensor_0x1D,78485517,-0.113,-0.135,-0.145,
Sensor_0x53,78485908,-0.008,-0.489,-0.182,
Sensor_0x1D,78486703,0.044,0.022,-0.067,
Sensor_0x53,78486944,-0.008,-0.097,0.288,
Sensor_0x1D,78487856,0.201,0.1,0.012,
Sensor_0x53,78488015,-0.322,-0.097,-0.025,
Sensor_0x1D,78489049,-0.035,-0.056,-0.067,
Sensor_0x53,78489054,0.384,0.139,0.288,
Sensor_0x53,78490089,-0.322,-0.175,-0.025,
Sensor_0x1D,78490247,-0.113,-0.135,0.169,
Sensor_0x53,78491132,-0.087,0.295,-0.104,
Sensor_0x1D,78491409,-0.191,0.1,0.169,
Sensor_0x53,78492167,-0.008,-0.097,-0.025,
Sensor_0x1D,78492579,0.122,-0.056,-0.145,
Sensor_0x53,78493210,-0.008,0.139,0.21,
Sensor_0x1D,78493717,0.044,-0.056,0.09,
Sensor_0x53,78494282,-0.087,0.06,-0.339,
Sensor_0x1D,78494881,0.436,-0.135,0.012,
Sensor_0x53,78495322,0.227,0.06,-0.261,
Sensor_0x1D,78496061,0.044,0.414,-0.067,
Sensor_0x53,78496358,-0.087,0.06,-0.104,
Sensor_0x1D,78497257,-0.113,0.022,0.482,
Sensor_0x53,78497398,-0.165,-0.097,0.131,
Sensor_0x53,78498433,-0.087,-0.097,0.053,
Sensor_0x1D,78498442,0.044,-0.135,0.404,
Sensor_0x53,78499483,0.305,-0.254,-0.104,
Sensor_0x1D,78499642,-0.113,0.336,-0.067,
Sensor_0x53,78500553,-0.008,-0.018,0.21,
Sensor_0x1D,78500784,0.122,-0.213,-0.067,
Sensor_0x53,78501591,-0.008,0.295,0.053,
Sensor_0x1D,78501922,0.044,-0.292,-0.145,
Sensor_0x53,78502626,-0.087,-0.018,0.524,
Sensor_0x1D,78503058,0.044,0.022,-0.145,
Sensor_0x53,78503665,0.462,-0.332,-0.339,
Sensor_0x1D,78504231,-0.113,0.022,-0.067,
Sensor_0x53,78504699,0.384,-0.175,-0.025,
Sensor_0x1D,78505402,0.044,0.1,0.012,
Sensor_0x53,78505739,-0.558,-0.175,0.053,
Sensor_0x1D,78506625,0.122,0.1,-0.694,
Sensor_0x53,78506811,-0.087,0.452,0.053,
Sensor_0x1D,78507767,-0.191,0.1,-0.067,
Sensor_0x53,78507849,0.227,-0.332,0.21,
Sensor_0x53,78508885,-0.008,0.06,0.053,
Sensor_0x1D,78508910,0.122,-0.213,-0.145,
Sensor_0x53,78509928,-0.087,-0.018,-0.025,
Sensor_0x1D,78510073,0.044,0.022,0.012,
Sensor_0x53,78510963,0.227,0.139,-0.182,
Sensor_0x1D,78511241,0.122,0.414,0.09,
Sensor_0x53,78512006,-0.008,-0.018,-0.025,
Sensor_0x1D,78512383,-0.113,0.179,0.482,
Sensor_0x53,78513077,0.148,0.06,-0.182,
Sensor_0x1D,78513549,0.044,0.1,-0.067,
Sensor_0x53,78514116,-0.008,-0.254,-0.025,
Sensor_0x1D,78514725,-0.113,0.022,-0.067,
Sensor_0x53,78515152,0.07,-0.332,-0.261,
Sensor_0x1D,78515880,0.044,0.257,-0.067,
Sensor_0x53,78516199,-0.087,-0.018,0.053,
Sensor_0x1D,78517060,0.122,0.022,0.012,
Sensor_0x53,78517238,-0.165,-0.254,-0.025,
Sensor_0x1D,78518266,0.122,0.1,-0.067,
Sensor_0x53,78518277,-0.008,0.06,0.053,
Sensor_0x53,78519348,-0.165,-0.332,-0.025,
Sensor_0x1D,78519422,0.044,0.022,-0.067,
Sensor_0x53,78520387,-0.087,0.139,0.21,
Sensor_0x1D,78520580,-0.191,0.022,-0.067,
Sensor_0x53,78521422,-0.322,-0.097,0.21,
Sensor_0x1D,78521722,0.122,0.1,-0.067,
Sensor_0x53,78522504,-0.008,0.139,0.288,
Sensor_0x1D,78522869,0.122,0.1,-0.224,
Sensor_0x53,78523539,-0.008,-0.097,0.053,
Sensor_0x1D,78524047,-0.113,0.1,0.169,
Sensor_0x53,78524578,-0.008,0.06,0.524,
Sensor_0x1D,78525257,0.122,-0.056,-0.067,
Sensor_0x53,78525617,0.384,-0.018,0.602,
Sensor_0x1D,78526449,-0.035,0.1,0.012,
Sensor_0x53,78526652,0.384,0.139,0.21,
Sensor_0x1D,78527632,-0.191,0.022,0.404,
Sensor_0x53,78527685,-0.322,0.139,-0.104,
Sensor_0x53,78528729,0.227,-0.175,-0.025,
Sensor_0x1D,78528773,-0.191,0.1,0.169,
Sensor_0x53,78529762,-0.087,0.06,0.524,
Sensor_0x1D,78529912,0.044,-0.056,-0.067,
Sensor_0x53,78530798,-0.008,0.139,0.21,
Sensor_0x1D,78531051,0.201,0.022,-0.067,
Sensor_0x53,78531869,-0.087,-0.018,0.053,
Sensor_0x1D,78532224,0.044,-0.135,0.169,
Sensor_0x53,78532907,0.227,-0.411,0.053,
Sensor_0x1D,78533395,0.122,-0.213,0.012,
Sensor_0x53,78533942,-0.087,-0.175,0.053,
Sensor_0x1D,78534618,-0.113,0.1,0.012,
Sensor_0x53,78534985,-0.244,-0.097,0.053,
Sensor_0x1D,78535760,0.122,0.257,-0.224,
Sensor_0x53,78536017,-0.008,-0.097,0.524,
Sensor_0x1D,78536903,-0.113,0.022,-0.38,
Sensor_0x53,78537053,-0.165,0.217,-0.104,
Sensor_0x1D,78538057,-0.113,0.1,-0.067,
Sensor_0x53,78538129,-0.008,0.139,0.524,
Sensor_0x53,78539168,0.148,-0.568,-0.104,
Sensor_0x1D,78539209,0.044,0.1,-0.145,
Sensor_0x53,78540206,-0.087,0.374,0.288,
Sensor_0x1D,78540370,-0.113,-0.213,0.09,
Sensor_0x53,78541249,-0.479,-0.097,-0.261,
Sensor_0x1D,78541515,0.122,0.257,0.169,
Sensor_0x53,78542284,0.148,0.139,-0.025,
Sensor_0x1D,78542702,-0.113,0.022,-0.067,
Sensor_0x53,78543320,-0.165,-0.175,-0.261,
Sensor_0x1D,78543860,-0.191,0.179,0.482,
Sensor_0x53,78544357,-0.008,0.374,-0.261,
Sensor_0x1D,78545060,0.122,0.1,0.012,
Sensor_0x53,78545393,-0.165,0.06,-0.025,
Sensor_0x1D,78546241,-0.113,0.1,0.09,
Sensor_0x53,78546426,0.07,-0.175,-0.104,
Sensor_0x1D,78547403,0.044,0.1,-0.067,
Sensor_0x53,78547477,-0.008,0.06,0.053,
Sensor_0x53,78548515,-0.008,-0.175,-0.104,
Sensor_0x1D,78548564,-0.035,0.022,0.169,
Sensor_0x53,78549552,-0.165,-0.097,-0.104,
Sensor_0x1D,78549707,0.044,-0.056,0.012,
Sensor_0x53,78550622,-0.322,-0.018,0.053,
Sensor_0x1D,78550874,0.044,0.022,0.169,
Sensor_0x53,78551656,-0.087,-0.018,0.445,
Sensor_0x1D,78552047,0.044,0.022,-0.067,
Sensor_0x53,78552688,0.07,-0.254,-0.025,
Sensor_0x1D,78553223,0.044,0.1,0.482,
Sensor_0x53,78553734,-0.008,0.06,0.131,
Sensor_0x1D,78554414,-0.191,-0.056,-0.067,
Sensor_0x53,78554767,-0.322,-0.254,0.21,
Sensor_0x1D,78555605,0.122,-0.213,-0.145,
Sensor_0x53,78555805,0.07,0.139,0.131,
Sensor_0x1D,78556756,0.044,0.1,0.169,
Sensor_0x53,78556843,-0.165,0.06,0.053,
Sensor_0x53,78557880,0.07,0.139,-0.182,
Sensor_0x1D,78557901,0.044,-0.135,0.012,
Sensor_0x53,78558914,-0.322,0.06,-0.025,
Sensor_0x1D,78559053,0.044,0.179,-0.067,
Sensor_0x53,78559956,-0.322,-0.097,-0.182,
Sensor_0x1D,78560199,0.044,0.336,-0.067,
Sensor_0x53,78560993,-0.087,0.139,0.21,
Sensor_0x1D,78561389,-0.113,0.022,-0.067,
Sensor_0x53,78562030,-0.244,-0.097,-0.025,
Sensor_0x1D,78562592,-0.113,0.1,0.169,
Sensor_0x53,78563100,-0.008,0.06,-0.025,
Sensor_0x1D,78563783,0.279,-0.213,-0.067,
Sensor_0x53,78564138,0.305,-0.018,-0.182,
Sensor_0x1D,78564926,0.044,0.1,0.012,
Sensor_0x53,78565177,-0.008,0.217,0.131,
Sensor_0x1D,78566082,-0.113,-0.135,0.012,
Sensor_0x53,78566222,-0.008,-0.254,-0.339,
Sensor_0x1D,78567234,0.122,0.1,0.012,
Sensor_0x53,78567257,0.305,0.06,0.21,
Sensor_0x53,78568293,-0.087,-0.018,0.131,
Sensor_0x1D,78568390,-0.113,0.1,0.169,
Sensor_0x53,78569369,0.227,-0.097,0.131,
Sensor_0x1D,78569536,-0.191,0.336,0.482,
Sensor_0x53,78570409,-0.479,-0.175,0.053,
Sensor_0x1D,78570723,0.044,-0.135,0.169,
Sensor_0x53,78571485,0.07,0.374,0.445,
Sensor_0x1D,78571873,0.122,0.179,-0.067,
Sensor_0x53,78572528,-0.401,-0.175,0.053,
Sensor_0x1D,78573060,0.201,-0.213,-0.067,
Sensor_0x53,78573562,-0.008,0.139,0.367,
Sensor_0x1D,78574249,0.044,-0.135,-0.067,
Sensor_0x53,78574599,0.227,0.06,-0.496,
Sensor_0x1D,78575411,-0.191,-0.135,0.09,
Sensor_0x53,78575634,0.148,0.139,-0.182,
Sensor_0x1D,78576584,0.201,-0.37,0.404,
Sensor_0x53,78576668,-0.087,0.06,0.21,
Sensor_0x53,78577703,-0.322,-0.018,0.053,
Sensor_0x1D,78577720,0.044,0.022,-0.067,
Sensor_0x53,78578746,-0.087,0.06,0.053,
Sensor_0x1D,78578877,-0.035,0.022,0.012,
Sensor_0x53,78579779,0.462,-0.175,-0.339,
Sensor_0x1D,78580051,0.122,-0.135,-0.145,
Sensor_0x53,78580816,-0.087,0.06,0.21,
Sensor_0x1D,78581244,0.044,0.1,0.012,
Sensor_0x53,78581886,0.227,0.139,-0.575,
Sensor_0x1D,78582435,-0.191,-0.135,-0.067,
Sensor_0x53,78582924,-0.008,0.374,0.445,
Sensor_0x1D,78583618,-0.035,0.022,0.012,
Sensor_0x53,78583958,-0.244,-0.332,-0.104,
Sensor_0x1D,78584760,0.201,-0.056,0.482,
Sensor_0x53,78585000,-0.008,0.295,0.21,
Sensor_0x1D,78585902,-0.191,0.1,-0.145,
Sensor_0x53,78586029,-0.322,0.139,-0.104,
Sensor_0x1D,78587040,-0.191,0.179,-0.067,
Sensor_0x53,78587068,0.07,0.295,-0.182,
Sensor_0x53,78588100,-0.165,0.06,-0.025,
Sensor_0x1D,78588210,0.044,0.022,0.012,
Sensor_0x53,78589140,-0.322,-0.097,0.053,
