sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x1D,83679390,6.948,4.886,-2.969,
Sensor_0x53,83679984,10.426,15.908,67.052,
Sensor_0x1D,83680535,3.261,-25.24,0.169,
Sensor_0x53,83681015,11.603,13.005,23.275,
Sensor_0x1D,83681683,-8.664,-19.042,-2.577,
Sensor_0x53,83682049,0.148,-3.627,-52.824,
Sensor_0x1D,83682841,-5.605,9.436,1.11,
Sensor_0x53,83683077,-11.384,-15.944,-61.69,
Sensor_0x1D,83684042,2.79,28.108,4.484,
Sensor_0x53,83684114,-7.932,-10.296,3.034,
Sensor_0x53,83685143,0.227,7.356,57.638,
Sensor_0x1D,83685227,6.163,7.553,-2.656,
Sensor_0x53,83686182,13.093,16.457,50.263,
Sensor_0x1D,83686418,3.261,-23.749,-0.694,
Sensor_0x53,83687218,8.151,8.376,-5.36,
Sensor_0x1D,83687602,-7.331,-22.808,-2.577,
Sensor_0x53,83688253,-6.912,-10.296,-66.711,
Sensor_0x1D,83688744,-0.741,12.496,-0.067,
Sensor_0x53,83689281,-13.346,-17.435,-43.175,
Sensor_0x1D,83689895,2.398,27.167,4.562,
Sensor_0x53,83690317,-6.834,-8.805,11.507,
Sensor_0x1D,83691040,5.771,9.515,-2.342,
Sensor_0x53,83691346,7.994,13.24,69.406,
Sensor_0x1D,83692197,4.28,-22.102,-1.322,
Sensor_0x53,83692383,12.858,15.437,43.751,
Sensor_0x1D,83693387,-6.075,-24.612,-1.871,
Sensor_0x53,83693412,4.699,2.021,-33.29,
Sensor_0x53,83694451,-8.795,-12.022,-67.495,
Sensor_0x1D,83694599,-2.78,10.535,0.796,
Sensor_0x53,83695487,-11.541,-14.14,-18.697,
Sensor_0x1D,83695749,3.025,27.873,4.797,
Sensor_0x53,83696560,-3.225,-0.097,38.26,
Sensor_0x1D,83696888,6.634,5.435,-3.832,
Sensor_0x53,83697587,10.661,16.143,64.934,
Sensor_0x1D,83698028,3.261,-25.005,0.012,
Sensor_0x53,83698618,10.818,11.671,18.019,
Sensor_0x1D,83699196,-5.448,-25.711,-0.773,
Sensor_0x53,83699646,3.13,-0.724,-40.978,
Sensor_0x1D,83700334,-6.154,8.966,1.424,
Sensor_0x53,83700681,-11.384,-16.415,-59.022,
Sensor_0x1D,83701498,2.319,28.108,4.327,
Sensor_0x53,83701710,-10.521,-13.042,-10.146,
Sensor_0x1D,83702674,6.085,7.632,-3.048,
Sensor_0x53,83702783,2.267,8.925,62.109,
Sensor_0x53,83703814,11.916,16.849,59.677,
Sensor_0x1D,83703832,3.496,-23.671,-0.694,
Sensor_0x53,83704849,7.758,7.042,-12.264,
Sensor_0x1D,83705014,-7.017,-23.122,-2.813,
Sensor_0x53,83705879,-3.774,-7.628,-62.396,
Sensor_0x1D,83706211,-0.898,12.025,0.012,
Sensor_0x53,83706913,-13.424,-17.2,-38.154,
Sensor_0x1D,83707371,3.025,27.167,3.856,
Sensor_0x53,83707942,-6.049,-6.53,18.097,
Sensor_0x1D,83708511,5.536,9.829,-2.185,
Sensor_0x53,83708982,4.542,10.494,65.091,
Sensor_0x1D,83709668,3.967,-21.239,-1.243,
Sensor_0x53,83710011,12.544,15.437,38.574,
Sensor_0x1D,83710841,-5.919,-25.318,-1.714,
Sensor_0x53,83711045,5.876,4.767,-20.502,
Sensor_0x1D,83712037,-3.33,10.613,0.404,
Sensor_0x53,83712075,-9.658,-13.277,-66.946,
Sensor_0x53,83713111,-12.639,-16.18,-30.308,
Sensor_0x1D,83713218,3.025,25.519,2.679,
Sensor_0x53,83714139,-2.205,2.021,44.536,
Sensor_0x1D,83714413,4.359,12.339,-0.38,
Sensor_0x53,83715179,9.955,15.202,69.013,
Sensor_0x1D,83715604,4.28,-18.101,-1.793,
Sensor_0x53,83716211,10.504,10.887,11.193,
Sensor_0x1D,83716756,-5.212,-25.946,0.012,
Sensor_0x53,83717246,1.168,-1.509,-46.548,
Sensor_0x1D,83717900,-6.781,8.966,1.502,
Sensor_0x53,83718277,-11.306,-15.081,-64.436,
Sensor_0x1D,83719053,3.339,24.421,1.659,
Sensor_0x53,83719313,-9.58,-11.786,-3.791,
Sensor_0x1D,83720199,3.653,15.791,0.247,
Sensor_0x53,83720340,-1.264,5.238,52.617,
Sensor_0x1D,83721389,4.83,-14.1,-2.263,
Sensor_0x53,83721412,12.858,16.771,56.461,
Sensor_0x53,83722446,9.014,9.71,2.25,
Sensor_0x1D,83722592,-4.271,-27.358,0.169,
Sensor_0x53,83723491,-5.186,-8.57,-65.22,
Sensor_0x1D,83723783,-9.606,5.828,1.502,
Sensor_0x53,83724526,-13.189,-17.513,-48.823,
Sensor_0x1D,83724926,2.554,26.853,3.542,
Sensor_0x53,83725559,-5.814,-4.647,23.746,
Sensor_0x1D,83726082,5.457,9.829,-1.636,
Sensor_0x53,83726586,5.876,11.436,68.307,
Sensor_0x1D,83727234,5.143,-10.883,-2.891,
Sensor_0x53,83727619,13.564,16.457,48.929,
Sensor_0x1D,83728390,-3.8,-28.535,0.796,
Sensor_0x53,83728646,6.111,3.669,-26.464,
Sensor_0x1D,83729536,-10.94,2.768,1.424,
Sensor_0x53,83729681,-7.54,-10.61,-67.024,
Sensor_0x53,83730714,-12.169,-15.317,-24.895,
Sensor_0x1D,83730723,3.261,25.519,2.522,
Sensor_0x53,83731748,-4.559,-1.98,31.827,
Sensor_0x1D,83731873,4.28,12.81,-1.322,
Sensor_0x53,83732776,10.504,15.437,67.13,
Sensor_0x1D,83733060,4.28,-17.159,-1.871,
Sensor_0x53,83733816,11.367,12.769,24.374,
Sensor_0x1D,83734249,-2.937,-30.418,1.189,
Sensor_0x53,83734845,4.463,1.08,-34.153,
Sensor_0x1D,83735408,-11.881,-0.527,0.639,
Sensor_0x53,83735880,-10.992,-15.787,-62.16,
Sensor_0x1D,83736559,3.261,24.421,1.895,
Sensor_0x53,83736911,-11.855,-14.297,-16.658,
Sensor_0x1D,83737711,3.653,16.105,0.561,
Sensor_0x53,83737945,0.305,7.592,57.795,
Sensor_0x1D,83738866,4.751,-13.786,-2.499,
Sensor_0x53,83738980,11.21,16.378,63.914,
Sensor_0x53,83740051,8.543,8.768,-4.419,
Sensor_0x1D,83740056,-4.193,-27.123,0.09,
Sensor_0x53,83741080,-1.97,-6.138,-58.473,
Sensor_0x1D,83741249,-11.802,-3.273,-0.067,
Sensor_0x53,83742117,-13.424,-17.827,-43.959,
Sensor_0x1D,83742440,3.81,23.558,0.561,
Sensor_0x53,83743146,-6.912,-8.727,11.193,
Sensor_0x1D,83743622,3.025,19.949,1.816,
Sensor_0x53,83744186,7.131,12.691,68.7,
Sensor_0x1D,83744766,5.065,-10.491,-2.969,
Sensor_0x53,83745219,13.093,16.378,44.85,
Sensor_0x1D,83745904,-3.486,-29.084,0.796,
Sensor_0x53,83746259,7.209,5.787,-13.912,
Sensor_0x1D,83747042,-11.175,2.14,1.267,
Sensor_0x53,83747287,-8.246,-12.022,-67.338,
Sensor_0x1D,83748215,3.339,22.224,-0.067,
Sensor_0x53,83748321,-13.267,-17.121,-36.428,
Sensor_0x53,83749351,-3.539,0.139,37.867,
Sensor_0x1D,83749390,3.025,22.224,2.915,
Sensor_0x53,83750388,8.621,14.26,69.249,
Sensor_0x1D,83750600,4.908,-8.686,-3.597,
Sensor_0x53,83751416,11.21,12.22,17.783,
Sensor_0x1D,83751784,-2.467,-30.418,1.11,
Sensor_0x53,83752495,3.051,-0.254,-40.193,
Sensor_0x1D,83752934,-11.881,-0.763,0.796,
Sensor_0x53,83753526,-11.933,-16.415,-59.022,
Sensor_0x1D,83754072,3.81,24.264,1.502,
Sensor_0x53,83754561,-10.757,-13.355,-10.381,
Sensor_0x1D,83755213,3.496,16.654,0.796,
Sensor_0x53,83755589,-1.97,3.041,47.517,
Sensor_0x1D,83756374,4.908,-7.117,-3.676,
Sensor_0x53,83756620,12.387,16.771,60.697,
Sensor_0x1D,83757522,-1.29,-30.889,1.424,
Sensor_0x53,83757647,10.112,10.494,9.232,
Sensor_0x1D,83758708,-11.802,-3.822,0.012,
Sensor_0x53,83758723,-3.382,-7.393,-62.317,
Sensor_0x53,83759751,-12.718,-17.2,-53.687,
Sensor_0x1D,83759866,3.574,23.558,0.404,
Sensor_0x53,83760786,-5.892,-6.608,17.234,
Sensor_0x1D,83761044,2.947,20.42,2.208,
Sensor_0x53,83761816,3.522,10.337,65.561,
Sensor_0x1D,83762234,5.143,-10.02,-3.048,
Sensor_0x53,83762852,12.23,14.966,38.574,
Sensor_0x1D,83763390,-3.33,-28.77,1.11,
Sensor_0x53,83763879,6.346,4.924,-19.953,
Sensor_0x1D,83764535,-11.489,-6.49,-0.851,
Sensor_0x53,83764919,-5.422,-9.354,-65.612,
Sensor_0x1D,83765683,3.653,22.146,-0.145,
Sensor_0x53,83765948,-12.483,-16.18,-30.858,
Sensor_0x1D,83766841,2.79,23.009,2.444,
Sensor_0x53,83766985,-5.422,-3.941,25.472,
Sensor_0x53,83768012,9.72,15.202,68.7,
Sensor_0x1D,83768042,5.065,-8.294,-3.44,
Sensor_0x53,83769042,11.838,13.632,30.728,
Sensor_0x1D,83769227,-2.31,-30.653,1.345,
Sensor_0x53,83770071,1.639,-1.98,-46.234,
Sensor_0x1D,83770418,-11.724,-1.312,0.012,
Sensor_0x53,83771111,-10.521,-14.611,-64.749,
Sensor_0x1D,83771602,3.025,19.635,-0.694,
Sensor_0x53,83772139,-11.698,-15.395,-23.248,
Sensor_0x1D,83772745,2.554,23.558,3.385,
Sensor_0x53,83773178,-1.264,5.709,52.617,
Sensor_0x1D,83773896,5.143,-7.117,-3.989,
Sensor_0x53,83774210,10.347,15.358,66.581,
Sensor_0x1D,83775040,-0.819,-30.732,1.267,
Sensor_0x53,83775250,9.406,9.867,2.72,
Sensor_0x1D,83776197,-11.724,-3.979,-0.067,
Sensor_0x53,83776280,-0.401,-4.333,-53.687,
Sensor_0x53,83777316,-13.11,-17.357,-49.137,
Sensor_0x1D,83777387,3.81,23.323,0.326,
Sensor_0x53,83778345,-7.932,-10.296,4.133,
Sensor_0x1D,83778599,2.319,23.715,3.699,
Sensor_0x53,83779382,5.326,11.436,67.209,
Sensor_0x1D,83779749,4.751,-4.685,-3.911,
Sensor_0x53,83780411,13.172,16.221,50.42,
Sensor_0x1D,83780888,0.122,-29.869,1.502,
Sensor_0x53,83781450,8.621,7.67,-6.616,
Sensor_0x1D,83782028,-11.489,-7.274,-0.851,
Sensor_0x53,83782487,-6.991,-10.06,-66.868,
Sensor_0x1D,83783196,3.261,21.754,0.169,
Sensor_0x53,83783527,-13.659,-17.513,-42.233,
Sensor_0x1D,83784334,2.868,23.323,2.915,
Sensor_0x53,83784556,-4.48,-2.058,31.356,
Sensor_0x1D,83785498,5.693,-1.626,-3.911,
Sensor_0x53,83785587,7.288,12.926,69.013,
Sensor_0x53,83786615,11.446,13.083,24.766,
Sensor_0x1D,83786674,1.77,-27.986,1.189,
Sensor_0x53,83787647,4.228,1.708,-33.996,
Sensor_0x1D,83787832,-10.547,-10.255,-1.714,
Sensor_0x53,83788676,-8.717,-12.728,-67.26,
Sensor_0x1D,83789014,3.104,19.4,-0.616,
Sensor_0x53,83789717,-11.384,-14.14,-17.521,
Sensor_0x1D,83790211,2.241,24.107,3.699,
Sensor_0x53,83790746,-3.46,0.452,39.907,
Sensor_0x1D,83791371,4.83,-6.254,-3.44,
Sensor_0x53,83791781,11.21,16.535,64.228,
Sensor_0x1D,83792511,1.927,-26.26,1.267,
Sensor_0x53,83792813,10.897,11.279,16.293,
Sensor_0x1D,83793668,-9.214,-14.649,-2.42,
Sensor_0x53,83793848,-1.656,-6.295,-58.552,
Sensor_0x1D,83794841,2.084,16.34,-1.087,
Sensor_0x53,83794876,-11.933,-16.494,-58.238,
Sensor_0x53,83795949,-6.677,-8.962,10.252,
Sensor_0x1D,83796037,2.162,23.872,4.248,
Sensor_0x53,83796985,2.031,9.004,62.345,
Sensor_0x1D,83797218,5.143,-4.371,-3.911,
Sensor_0x53,83798023,12.936,15.594,44.536,
Sensor_0x1D,83798414,0.358,-29.476,1.738,
Sensor_0x53,83799055,7.445,6.65,-12.656,
Sensor_0x1D,83799604,-7.958,-19.199,-2.734,
Sensor_0x53,83800091,-4.01,-8.021,-63.337,
Sensor_0x1D,83800756,0.985,13.594,-0.694,
Sensor_0x53,83801121,-12.718,-16.964,-37.055,
Sensor_0x1D,83801900,2.633,25.127,4.405,
Sensor_0x53,83802161,-5.892,-6.216,18.882,
Sensor_0x1D,83803053,5.693,-0.919,-3.676,
Sensor_0x53,83803195,8.857,14.26,69.484,
Sensor_0x1D,83804199,1.691,-27.829,1.738,
Sensor_0x53,83804234,12.387,14.495,37.004,
Sensor_0x53,83805265,3.208,-0.175,-39.801,
Sensor_0x1D,83805389,-10.469,-10.961,-1.087,
Sensor_0x53,83806301,-9.737,-13.434,-66.475,
Sensor_0x1D,83806592,-1.054,11.79,0.169,
Sensor_0x53,83807330,-10.6,-13.355,-11.323,
Sensor_0x1D,83807783,2.319,27.088,4.954,
Sensor_0x53,83808404,-2.284,2.806,46.34,
Sensor_0x1D,83808926,6.163,2.532,-3.519,
Sensor_0x53,83809435,12.23,16.457,60.462,
Sensor_0x1D,83810082,2.084,-26.103,0.639,
Sensor_0x53,83810515,10.19,10.808,9.624,
Sensor_0x1D,83811234,-9.135,-15.59,-2.263,
Sensor_0x53,83811547,-3.617,-7.236,-61.847,
Sensor_0x1D,83812390,1.848,15.87,-0.145,
Sensor_0x53,83812582,-12.796,-16.729,-54.001,
Sensor_0x1D,83813536,2.476,28.187,4.876,
Sensor_0x53,83813609,-9.109,-11.786,-3.085,
Sensor_0x53,83814644,3.836,10.259,65.797,
Sensor_0x1D,83814723,6.477,5.514,-3.048,
Sensor_0x53,83815675,12.701,16.378,54.892,
Sensor_0x1D,83815873,3.261,-24.769,0.012,
Sensor_0x53,83816712,6.425,5.081,-19.639,
Sensor_0x1D,83817060,-7.409,-20.533,-2.577,
Sensor_0x53,83817745,-5.657,-8.884,-65.22,
Sensor_0x1D,83818249,0.515,13.202,-0.616,
Sensor_0x53,83818782,-12.875,-16.337,-31.328,
Sensor_0x1D,83819411,2.633,25.598,5.19,
Sensor_0x53,83819812,-5.422,-3.941,25.158,
Sensor_0x1D,83820584,5.849,7.789,-2.499,
Sensor_0x53,83820886,9.563,14.966,68.856,
Sensor_0x1D,83821720,3.574,-23.514,-0.459,
Sensor_0x53,83821917,12.152,14.103,31.905,
Sensor_0x1D,83822877,-6.781,-23.279,-2.499,
Sensor_0x53,83822953,5.64,2.806,-27.798,
Sensor_0x53,83823987,-10.757,-14.611,-65.22,
Sensor_0x1D,83824051,-0.898,11.711,0.482,
Sensor_0x53,83825024,-12.012,-15.317,-23.404,
Sensor_0x1D,83825244,2.554,27.481,5.19,
Sensor_0x53,83826053,-0.871,5.16,51.832,
Sensor_0x1D,83826435,6.32,3.239,-3.362,
Sensor_0x53,83827126,10.583,15.437,66.738,
Sensor_0x1D,83827619,2.554,-25.789,0.012,
Sensor_0x53,83828157,9.641,9.867,3.113,
Sensor_0x1D,83828760,-5.762,-25.24,-1.479,
Sensor_0x53,83829196,-0.087,-4.333,-53.138,
Sensor_0x1D,83829902,-3.565,10.299,1.032,
Sensor_0x53,83830233,-12.953,-17.984,-49.608,
Sensor_0x1D,83831040,2.398,28.108,4.405,
Sensor_0x53,83831269,-8.168,-10.688,3.505,
Sensor_0x1D,83832210,6.712,5.592,-2.969,
Sensor_0x53,83832299,5.483,11.357,67.444,
Sensor_0x53,83833339,13.172,16.378,50.498,
Sensor_0x1D,83833390,3.574,-24.691,-0.145,
Sensor_0x53,83834368,8.151,7.905,-6.302,
Sensor_0x1D,83834601,-7.801,-20.297,-2.577,
Sensor_0x53,83835403,-6.912,-10.06,-66.946,
Sensor_0x1D,83835785,-6.86,8.573,1.189,
Sensor_0x53,83836435,-13.346,-17.435,-42.469,
Sensor_0x1D,83836935,2.398,27.873,4.248,
Sensor_0x53,83837479,-4.402,-1.98,30.807,
Sensor_0x1D,83838073,5.693,8.26,-2.499,
Sensor_0x53,83838512,7.523,12.926,69.013,
Sensor_0x1D,83839214,3.339,-23.043,-0.616,
Sensor_0x53,83839584,11.681,13.083,25.08,
Sensor_0x1D,83840375,-6.546,-23.749,-2.263,
Sensor_0x53,83840612,4.228,1.629,-33.603,
Sensor_0x1D,83841524,-1.447,11.319,-0.38,
Sensor_0x53,83841644,-11.776,-15.866,-62.553,
Sensor_0x53,83842675,-11.62,-14.218,-17.207,
Sensor_0x1D,83842709,2.633,26.539,3.621,
Sensor_0x53,83843710,-3.304,0.139,39.437,
Sensor_0x1D,83843866,4.986,10.142,-1.636,
Sensor_0x53,83844738,11.289,16.849,64.463,
Sensor_0x1D,83845044,4.437,-20.768,-1.087,
Sensor_0x53,83845779,10.661,11.671,16.842,
Sensor_0x1D,83846234,-5.526,-25.397,-1.636,
Sensor_0x53,83846810,-1.656,-5.745,-58.081,
Sensor_0x1D,83847390,-4.114,9.986,0.639,
Sensor_0x53,83847845,-12.012,-16.807,-58.238,
Sensor_0x1D,83848535,2.554,28.344,4.562,
Sensor_0x53,83848876,-6.912,-9.197,10.095,
Sensor_0x1D,83849683,5.928,6.769,-3.362,
Sensor_0x53,83849912,1.796,8.925,62.188,
Sensor_0x1D,83850841,4.202,-16.845,-1.636,
Sensor_0x53,83850942,12.936,15.751,44.614,
Sensor_0x53,83851985,7.445,6.964,-12.735,
Sensor_0x1D,83852042,-5.056,-26.495,-0.459,
Sensor_0x53,83853013,-4.245,-8.099,-62.788,
Sensor_0x1D,83853227,-7.409,7.946,1.11,
Sensor_0x53,83854049,-13.189,-16.964,-37.212,
Sensor_0x1D,83854418,2.319,28.03,4.327,
Sensor_0x53,83855079,-6.206,-6.53,18.803,
Sensor_0x1D,83855601,5.771,8.573,-2.42,
Sensor_0x53,83856115,8.621,14.417,69.719,
Sensor_0x1D,83856744,3.574,-22.808,-0.38,
Sensor_0x53,83857145,12.544,14.731,37.318,
Sensor_0x1D,83857895,-4.271,-27.437,0.404,
Sensor_0x53,83858223,3.365,0.295,-39.566,
Sensor_0x1D,83859040,-9.684,5.121,1.659,
Sensor_0x53,83859251,-9.972,-13.512,-66.554,
Sensor_0x1D,83860197,2.868,26.775,3.385,
Sensor_0x53,83860286,-11.07,-13.355,-11.48,
Sensor_0x53,83861317,-2.441,2.806,46.34,
Sensor_0x1D,83861388,4.594,10.692,-1.714,
Sensor_0x53,83862352,10.034,14.888,67.993,
Sensor_0x1D,83862599,3.81,-20.062,-1.243,
Sensor_0x53,83863379,10.583,10.965,10.173,
Sensor_0x1D,83863749,-5.212,-25.162,-1.4,
Sensor_0x53,83864418,1.247,-2.372,-47.411,
Sensor_0x1D,83864888,-4.82,9.829,1.11,
Sensor_0x53,83865451,-12.483,-16.807,-54.315,
Sensor_0x1D,83866028,2.868,24.892,2.365,
Sensor_0x53,83866497,-9.423,-11.708,-3.32,
Sensor_0x1D,83867196,3.653,13.124,-0.537,
Sensor_0x53,83867531,3.679,10.024,64.855,
Sensor_0x1D,83868318,4.594,-16.453,-2.028,
Sensor_0x53,83868567,12.858,16.771,55.049,
Sensor_0x1D,83869483,-4.742,-26.103,-0.38,
Sensor_0x53,83869593,6.503,5.003,-19.325,
Sensor_0x53,83870627,-5.579,-8.413,-65.299,
Sensor_0x1D,83870658,-7.409,7.632,1.738,
Sensor_0x53,83871655,-13.502,-17.592,-47.96,
Sensor_0x1D,83871812,2.633,28.344,4.013,
Sensor_0x53,83872692,-5.108,-4.49,24.923,
Sensor_0x1D,83872989,3.261,17.36,1.032,
Sensor_0x53,83873726,5.64,11.75,67.837,
Sensor_0x1D,83874169,5.3,-12.609,-2.577,
Sensor_0x53,83874760,12.309,14.103,31.199,
Sensor_0x1D,83875330,-3.957,-27.75,0.404,
Sensor_0x53,83875788,5.719,3.198,-27.327,
Sensor_0x1D,83876470,-10.233,4.572,1.424,
Sensor_0x53,83876861,-10.364,-14.611,-65.142,
Sensor_0x1D,83877627,2.554,26.068,3.307,
Sensor_0x53,83877891,-12.012,-15.317,-23.797,
Sensor_0x1D,83878784,2.711,20.42,2.13,
Sensor_0x53,83878925,-1.421,4.846,51.44,
Sensor_0x1D,83879933,4.83,-10.255,-2.891,
Sensor_0x53,83879955,10.583,15.829,67.287,
Sensor_0x53,83880996,11.524,12.063,23.04,
Sensor_0x1D,83881112,-3.486,-29.084,0.639,
Sensor_0x53,83882027,-0.244,-4.019,-52.981,
Sensor_0x1D,83882288,-11.096,1.277,0.875,
Sensor_0x53,83883101,-11.149,-16.101,-61.611,
Sensor_0x1D,83883498,3.653,24.578,2.052,
Sensor_0x53,83884132,-7.618,-10.374,3.426,
Sensor_0x1D,83884638,3.574,14.379,-0.38,
Sensor_0x53,83885167,0.541,7.199,57.716,
Sensor_0x1D,83885786,5.143,-8.294,-3.832,
Sensor_0x53,83886203,13.172,16.457,50.498,
Sensor_0x1D,83886928,-1.76,-30.575,1.189,
Sensor_0x53,83887243,8.151,8.298,-5.988,
Sensor_0x1D,83888073,-11.41,-1.469,0.169,
Sensor_0x53,83888272,-6.912,-10.296,-66.868,
Sensor_0x1D,83889269,3.339,24.029,1.502,
Sensor_0x53,83889345,-13.502,-17.435,-43.018,
Sensor_0x53,83890374,-4.559,-2.607,30.728,
Sensor_0x1D,83890458,3.261,17.595,1.11,
Sensor_0x53,83891410,7.523,12.926,69.013,
Sensor_0x1D,83891650,5.143,-12.452,-2.891,
Sensor_0x53,83892447,11.603,12.769,25.315,
Sensor_0x1D,83892790,-3.8,-27.75,0.796,
Sensor_0x53,83893491,4.385,1.943,-33.368,
Sensor_0x1D,83893932,-11.881,-4.293,-0.067,
Sensor_0x53,83894524,-11.227,-15.631,-62.474,
Sensor_0x1D,83895074,3.574,23.087,0.482,
Sensor_0x53,83895598,-11.384,-14.061,-17.834,
Sensor_0x1D,83896222,2.947,21.126,2.13,
Sensor_0x53,83896626,-3.46,-0.175,38.887,
Sensor_0x1D,83897388,5.143,-9.863,-3.519,
Sensor_0x53,83897659,11.289,16.3,64.934,
Sensor_0x1D,83898580,-3.408,-29.555,1.032,
Sensor_0x53,83898689,10.661,11.593,16.92,
Sensor_0x53,83899726,-1.499,-5.667,-57.924,
Sensor_0x1D,83899730,-11.253,0.885,0.796,
Sensor_0x53,83900757,-11.933,-16.494,-58.395,
Sensor_0x1D,83900869,3.261,21.675,-0.145,
Sensor_0x53,83901830,-6.912,-8.648,9.624,
Sensor_0x1D,83902047,2.633,23.401,3.307,
Sensor_0x53,83902861,1.717,8.925,61.717,
Sensor_0x1D,83903213,4.908,-8.216,-3.519,
Sensor_0x53,83903896,12.779,15.672,45.164,
Sensor_0x1D,83904371,-1.76,-30.653,1.424,
Sensor_0x53,83904928,7.366,6.65,-12.343,
Sensor_0x1D,83905511,-11.646,-1.704,0.404,
Sensor_0x53,83905962,-3.46,-7.864,-62.788,
Sensor_0x1D,83906672,2.868,19.165,-0.616,
Sensor_0x53,83906991,-13.032,-16.886,-37.212,
Sensor_0x1D,83907809,2.319,23.401,3.699,
Sensor_0x53,83908064,-5.657,-6.765,18.019,
Sensor_0x1D,83909021,4.673,-6.411,-3.676,
Sensor_0x53,83909095,9.092,14.26,69.563,
Sensor_0x53,83910129,12.387,14.495,37.397,
Sensor_0x1D,83910212,-0.898,-30.575,1.267,
Sensor_0x53,83911160,3.522,0.531,-39.409,
Sensor_0x1D,83911398,-11.802,-4.842,-0.145,
Sensor_0x53,83912201,-9.58,-13.434,-66.475,
Sensor_0x1D,83912560,3.574,22.852,0.404,
Sensor_0x53,83913236,-10.757,-13.355,-12.264,
Sensor_0x1D,83913697,2.241,23.95,3.934,
Sensor_0x53,83914276,-2.205,2.806,45.791,
Sensor_0x1D,83914854,4.908,-4.215,-4.146,
Sensor_0x53,83915306,11.838,16.378,60.933,
Sensor_0x1D,83916000,0.515,-29.32,1.895,
Sensor_0x53,83916341,10.112,11.357,10.566,
Sensor_0x1D,83917169,-10.783,-7.98,-0.851,
Sensor_0x53,83917373,0.855,-2.215,-47.097,
Sensor_0x1D,83918379,3.339,21.597,-0.537,
Sensor_0x53,83918408,-12.639,-17.043,-54.315,
Sensor_0x53,83919437,-9.423,-11.708,-3.32,
Sensor_0x1D,83919582,2.319,25.598,4.562,
Sensor_0x53,83920520,3.914,10.337,65.248,
Sensor_0x1D,83920726,5.614,-0.527,-3.911,
Sensor_0x53,83921551,12.622,16.614,55.441,
Sensor_0x1D,83921872,1.691,-27.672,1.189,
Sensor_0x53,83922585,6.582,5.238,-19.246,
Sensor_0x1D,83923010,-10.233,-11.354,-1.636,
Sensor_0x53,83923614,-5.5,-8.805,-65.299,
Sensor_0x1D,83924157,2.633,18.537,-1.087,
Sensor_0x53,83924647,-12.875,-16.18,-31.799,
Sensor_0x1D,83925325,2.319,27.167,4.954,
Sensor_0x53,83925676,-5.5,-4.255,25.158,
Sensor_0x1D,83926505,6.242,2.846,-3.911,
Sensor_0x53,83926719,6.346,11.436,67.13,
Sensor_0x1D,83927701,2.241,-25.868,0.875,
Sensor_0x53,83927750,12.309,13.946,31.905,
Sensor_0x53,83928785,5.326,3.277,-27.013,
Sensor_0x1D,83928851,-8.9,-15.826,-2.656,
Sensor_0x53,83929817,-10.6,-14.375,-65.142,
Sensor_0x1D,83930036,1.77,15.556,-1.087,
Sensor_0x53,83930851,-11.933,-15.16,-23.797,
Sensor_0x1D,83931169,2.319,24.578,4.17,
Sensor_0x53,83931879,-1.264,5.16,51.44,
Sensor_0x1D,83932325,6.163,5.984,-3.283,
Sensor_0x53,83932955,10.347,15.594,66.738,
Sensor_0x1D,83933481,3.574,-24.691,0.012,
Sensor_0x53,83933987,9.406,9.553,3.583,
Sensor_0x1D,83934640,-7.958,-19.984,-2.499,
Sensor_0x53,83935023,-0.087,-4.019,-52.668,
Sensor_0x1D,83935777,0.515,13.359,-0.224,
Sensor_0x53,83936054,-10.757,-15.866,-62.082,
Sensor_0x1D,83936924,2.633,25.676,4.797,
Sensor_0x53,83937090,-8.325,-9.903,3.27,
Sensor_0x1D,83938106,5.849,-0.37,-3.754,
Sensor_0x53,83938119,0.227,7.278,57.795,
Sensor_0x53,83939155,13.25,16.614,50.812,
Sensor_0x1D,83939298,3.574,-23.2,-0.38,
Sensor_0x53,83940190,8.151,8.219,-5.753,
Sensor_0x1D,83940454,-6.703,-23.2,-2.342,
Sensor_0x53,83941232,-7.069,-10.139,-66.868,
Sensor_0x1D,83941615,-1.054,11.555,0.169,
Sensor_0x53,83942263,-13.502,-17.357,-43.096,
Sensor_0x1D,83942768,2.398,27.167,5.033,
Sensor_0x53,83943298,-4.873,-2.372,30.571,
Sensor_0x1D,83943917,6.242,3.239,-2.969,
Sensor_0x53,83944326,7.523,12.848,69.406,
Sensor_0x1D,83945108,4.045,-20.611,-0.773,
Sensor_0x53,83945362,13.172,15.515,42.967,
Sensor_0x1D,83946306,-5.762,-25.24,-1.636,
Sensor_0x53,83946389,4.777,1.943,-32.897,
Sensor_0x53,83947424,-8.952,-12.492,-66.946,
Sensor_0x1D,83947498,-4.036,10.221,1.11,
Sensor_0x53,83948462,-11.62,-13.983,-17.913,
Sensor_0x1D,83948678,2.241,28.344,5.19,
Sensor_0x53,83949507,-3.617,0.295,39.123,
Sensor_0x1D,83949816,6.477,6.298,-2.891,
Sensor_0x53,83950535,11.289,16.457,64.62,
Sensor_0x1D,83950954,3.496,-24.612,0.482,
Sensor_0x53,83951607,10.661,11.514,17.156,
Sensor_0x1D,83952099,-7.801,-20.69,-1.714,
Sensor_0x53,83952633,-1.342,-6.138,-57.689,
Sensor_0x1D,83953264,-7.252,8.338,1.502,
Sensor_0x53,83953668,-11.933,-16.65,-58.395,
